Employee ID,Departments ,Promoted,Review,Projects,Salary,Tenure,Satisfaction,avg_hrs_month,left
30018596,support,0,0.57,2,low,3,0.37,155,1
30018597,support,0,0.48,2,low,3,0.44,146,1
30018598,support,0,0.85,2,low,5,0.53,164,1
30018599,support,0,0.96,6,low,4,0.09,259,1
30018600,support,0,0.89,6,low,4,0.11,293,1
30018601,support,0,0.96,5,low,5,0.83,275,1
30018602,technical,0,1,5,low,6,0.88,219,1
30018603,technical,0,0.89,6,low,4,0.1,247,1
30018604,technical,0,0.86,7,low,4,0.09,309,1
30018605,management,0,0.54,2,low,3,0.44,151,1
30018606,IT,0,0.51,2,low,3,0.39,129,1
30018607,IT,0,0.94,4,low,5,0.87,274,1
30018608,IT,0,0.99,4,low,5,0.74,233,1
30018609,IT,0,0.95,7,low,4,0.1,289,1
30018610,IT,0,0.82,4,low,6,0.74,239,1
30018611,product_mng,0,0.99,5,low,5,0.75,221,1
30018612,product_mng,0,0.56,2,low,3,0.41,150,1
30018613,product_mng,0,0.45,2,low,3,0.41,144,1
30018614,product_mng,0,0.9,7,low,4,0.09,289,1
30018615,IT,0,0.8,6,medium,5,0.09,301,1
30018616,accounting,0,0.57,2,medium,3,0.39,145,1
30018617,accounting,0,0.56,2,medium,3,0.4,137,1
30018618,hr,0,0.54,2,medium,3,0.37,131,1
30018619,hr,0,0.84,6,medium,4,0.1,246,1
30018620,hr,0,0.51,2,medium,3,0.43,136,1
30018621,marketing,0,0.85,5,medium,6,0.75,240,1
30018622,sales,0,0.56,2,medium,3,0.37,156,1
30018623,accounting,0,0.85,6,medium,4,0.11,305,1
30018624,support,0,0.45,2,medium,3,0.45,154,1
30018625,technical,0,1,5,medium,5,0.87,261,1
30018626,management,0,0.94,7,medium,4,0.11,244,1
30018627,marketing,0,0.54,2,high,3,0.45,129,1
30018628,marketing,0,0.87,4,low,5,0.81,254,1
30018629,marketing,0,0.91,5,medium,5,0.77,236,1
30018630,sales,0,0.92,5,medium,5,0.89,237,1
30018631,sales,0,0.49,2,medium,3,0.43,135,1
30018632,sales,0,1,5,medium,5,0.78,236,1
30018633,sales,0,0.47,2,low,3,0.37,149,1
30018634,sales,0,0.5,2,low,3,0.37,141,1
30018635,sales,0,0.82,4,low,5,0.85,270,1
30018636,sales,0,0.47,2,low,3,0.41,138,1
30018637,sales,0,0.96,6,low,4,0.11,298,1
30018638,sales,0,0.99,5,low,5,0.75,254,1
30018639,sales,0,0.85,5,low,5,0.82,248,1
30018640,sales,0,1,5,low,6,0.79,257,1
30018641,sales,0,0.53,2,low,3,0.43,150,1
30018642,sales,0,0.9,7,low,4,0.1,281,1
30018643,sales,0,0.48,2,low,3,0.46,141,1
30018644,sales,0,0.57,2,low,3,0.43,157,1
30018645,sales,0,0.55,2,low,3,0.43,136,1
30018646,sales,0,0.8,7,low,4,0.11,296,1
30018647,sales,0,0.86,6,low,4,0.09,279,1
30018648,sales,0,0.53,2,low,3,0.37,131,1
30018649,accounting,0,0.57,2,low,3,0.4,160,1
30018650,accounting,0,0.77,7,low,4,0.1,291,1
30018651,accounting,0,0.53,2,low,3,0.41,157,1
30018652,hr,0,0.58,3,low,4,0.79,294,1
30018653,hr,0,0.79,7,low,4,0.11,310,1
30018654,hr,0,0.97,6,medium,4,0.1,282,1
30018655,hr,0,0.51,2,medium,3,0.44,134,1
30018656,technical,0,0.46,4,medium,4,0.25,214,1
30018657,technical,0,0.52,2,medium,3,0.44,137,1
30018658,technical,0,1,4,medium,5,0.73,252,1
30018659,technical,0,0.97,5,medium,6,0.75,243,1
30018660,technical,0,0.47,2,medium,3,0.36,148,1
30018661,technical,0,0.49,2,medium,3,0.37,151,1
30018662,technical,0,0.49,2,medium,3,0.39,129,1
30018663,technical,0,0.78,2,medium,2,0.48,198,1
30018664,technical,0,0.72,4,medium,6,0.57,275,1
30018665,technical,0,0.96,5,medium,5,0.9,243,1
30018666,technical,0,0.55,2,high,3,0.39,159,1
30018667,support,0,0.51,2,low,3,0.44,145,1
30018668,support,0,0.88,5,medium,5,0.81,242,1
30018669,support,0,0.87,5,medium,5,0.74,242,1
30018670,support,0,0.56,2,medium,3,0.44,145,1
30018671,support,1,0.56,2,medium,3,0.41,154,1
30018672,support,0,0.51,2,low,3,0.4,139,1
30018673,support,0,0.57,2,low,3,0.46,152,1
30018674,support,0,0.83,2,low,3,0.8,211,1
30018675,support,0,0.9,5,low,5,0.87,258,1
30018676,support,0,0.54,2,low,3,0.39,155,1
30018677,support,0,0.55,2,low,3,0.38,148,1
30018678,technical,0,0.67,2,low,3,0.66,255,1
30018679,technical,0,0.8,6,low,4,0.1,264,1
30018680,technical,0,0.54,2,low,3,0.37,132,1
30018681,management,0,0.77,6,low,4,0.1,255,1
30018682,IT,0,0.87,5,low,4,0.09,263,1
30018683,IT,0,0.84,5,low,5,0.86,222,1
30018684,IT,0,0.9,6,low,4,0.11,263,1
30018685,IT,0,0.46,2,low,3,0.37,157,1
30018686,IT,0,0.92,7,low,4,0.11,307,1
30018687,product_mng,0,0.98,5,low,6,0.77,259,1
30018688,product_mng,0,0.94,5,low,6,0.84,222,1
30018689,product_mng,0,0.84,7,low,4,0.1,250,1
30018690,product_mng,0,0.9,5,low,5,0.83,245,1
30018691,IT,0,0.79,6,low,4,0.11,292,1
30018692,RandD,0,0.92,5,low,5,0.86,252,1
30018693,RandD,0,0.56,2,medium,3,0.38,161,1
30018694,RandD,0,0.88,5,medium,4,0.11,250,1
30018695,RandD,0,0.49,2,medium,3,0.45,134,1
30018696,RandD,0,0.85,7,medium,4,0.1,279,1
30018697,marketing,0,0.95,7,medium,4,0.09,256,1
30018698,sales,0,0.53,2,medium,3,0.39,127,1
30018699,accounting,0,0.47,2,medium,3,0.37,138,1
30018700,support,0,0.97,5,medium,5,0.81,243,1
30018701,technical,0,0.9,7,medium,4,0.09,296,1
30018702,management,0,0.88,7,medium,4,0.1,267,1
30018703,marketing,0,0.49,2,medium,3,0.39,144,1
30018704,marketing,0,0.95,4,medium,5,0.83,251,1
30018705,marketing,0,0.57,2,high,3,0.45,148,1
30018706,sales,0,0.51,2,low,3,0.43,141,1
30018707,sales,0,0.75,3,medium,2,0.8,268,1
30018708,sales,0,0.86,6,medium,4,0.1,247,1
30018709,sales,0,0.55,2,medium,4,0.1,247,1
30018710,sales,0,0.52,2,medium,3,0.36,146,1
30018711,sales,0,0.5,2,low,3,0.38,140,1
30018712,sales,0,0.98,5,low,6,0.78,263,1
30018713,sales,0,0.49,2,low,3,0.44,145,1
30018714,sales,0,0.46,2,low,3,0.41,156,1
30018715,sales,0,0.85,5,low,6,0.72,244,1
30018716,sales,0,0.54,2,low,3,0.46,144,1
30018717,sales,0,0.9,7,low,4,0.1,286,1
30018718,sales,0,0.67,4,low,2,0.34,141,1
30018719,sales,0,0.89,6,low,5,0.11,260,1
30018720,sales,0,0.56,2,low,3,0.38,154,1
30018721,sales,0,0.92,5,low,5,0.82,225,1
30018722,sales,0,0.57,2,low,3,0.39,127,1
30018723,sales,0,0.53,2,low,3,0.44,140,1
30018724,sales,0,0.52,2,low,3,0.43,147,1
30018725,accounting,0,0.83,4,low,5,0.84,227,1
30018726,accounting,0,0.48,2,low,3,0.43,153,1
30018727,accounting,0,0.52,2,low,3,0.37,128,1
30018728,hr,0,0.97,4,low,5,0.74,228,1
30018729,hr,0,0.97,5,low,5,0.73,235,1
30018730,hr,0,0.47,2,low,3,0.37,148,1
30018731,hr,0,0.62,4,low,3,0.58,238,1
30018732,technical,0,0.54,2,medium,3,0.4,141,1
30018733,technical,0,0.83,5,medium,4,0.51,249,1
30018734,technical,0,0.5,2,medium,3,0.46,151,1
30018735,technical,0,0.54,2,medium,3,0.45,129,1
30018736,technical,0,0.5,2,medium,3,0.46,156,1
30018737,technical,0,0.45,2,medium,3,0.39,134,1
30018738,technical,0,0.88,6,medium,4,0.09,269,1
30018739,technical,0,0.77,6,medium,4,0.09,290,1
30018740,technical,0,0.51,2,medium,3,0.37,132,1
30018741,technical,0,0.89,7,medium,4,0.1,308,1
30018742,technical,0,1,4,medium,5,0.77,232,1
30018743,support,0,0.86,5,medium,5,0.79,235,1
30018744,support,0,0.55,2,high,3,0.43,130,1
30018745,support,0,0.53,2,low,3,0.38,146,1
30018746,support,0,0.91,5,medium,6,0.77,221,1
30018747,support,0,0.5,2,medium,3,0.44,130,1
30018748,support,0,0.46,2,medium,3,0.39,136,1
30018749,support,0,0.89,5,medium,6,0.78,274,1
30018750,support,0,0.79,6,low,5,0.1,256,1
30018751,support,0,0.77,5,low,4,0.1,276,1
30018752,support,0,0.85,5,low,5,0.75,267,1
30018753,support,0,0.62,6,low,3,0.46,213,1
30018754,technical,0,0.97,4,low,6,0.91,274,1
30018755,technical,0,0.92,6,low,4,0.1,258,1
30018756,technical,0,0.6,3,low,5,0.72,153,1
30018757,management,0,0.95,6,low,4,0.11,245,1
30018758,IT,0,0.94,6,low,4,0.11,264,1
30018759,IT,0,0.57,2,low,3,0.46,154,1
30018760,IT,0,0.46,2,low,3,0.37,149,1
30018761,IT,0,0.5,2,low,3,0.46,157,1
30018762,IT,0,0.57,2,low,3,0.43,127,1
30018763,product_mng,0,0.82,6,low,4,0.11,270,1
30018764,product_mng,0,0.89,5,low,6,0.73,236,1
30018765,product_mng,0,0.47,2,low,3,0.43,158,1
30018766,product_mng,0,1,5,low,5,0.86,229,1
30018767,IT,0,0.83,6,low,4,0.1,269,1
30018768,sales,0,0.49,2,low,3,0.4,128,1
30018769,sales,0,0.87,7,low,4,0.11,278,1
30018770,sales,0,0.98,3,low,5,0.86,158,1
30018771,sales,0,1,3,medium,3,0.42,202,1
30018772,sales,0,0.84,4,medium,5,0.79,240,1
30018773,marketing,0,0.96,7,medium,4,0.1,255,1
30018774,sales,0,0.92,7,medium,4,0.09,254,1
30018775,accounting,0,0.82,6,medium,4,0.09,257,1
30018776,support,0,1,4,medium,5,0.87,228,1
30018777,technical,0,0.49,2,medium,3,0.36,145,1
30018778,management,0,0.75,3,medium,4,0.42,218,1
30018779,marketing,0,0.86,5,medium,5,0.84,268,1
30018780,marketing,0,0.83,6,medium,4,0.1,278,1
30018781,marketing,0,0.71,3,medium,5,0.78,249,1
30018782,sales,0,0.99,3,medium,4,0.35,236,1
30018783,sales,0,0.81,7,high,4,0.1,291,1
30018784,sales,0,0.8,6,low,4,0.11,306,1
30018785,sales,0,0.48,2,medium,3,0.43,135,1
30018786,sales,0,0.45,2,medium,3,0.38,156,1
30018787,sales,0,0.54,2,medium,3,0.46,143,1
30018788,sales,0,0.82,4,medium,5,0.89,243,1
30018789,sales,0,0.5,2,low,3,0.45,147,1
30018790,sales,0,0.53,2,low,3,0.44,159,1
30018791,sales,0,0.54,5,low,3,0.74,216,1
30018792,sales,0,0.54,2,low,3,0.45,152,1
30018793,sales,0,0.93,4,low,5,0.79,226,1
30018794,sales,0,0.91,5,low,5,0.79,271,1
30018795,sales,0,0.87,6,low,4,0.11,255,1
30018796,sales,0,0.48,2,low,3,0.42,140,1
30018797,sales,0,0.9,6,low,2,0.64,252,1
30018798,sales,0,0.55,2,low,3,0.4,159,1
30018799,sales,0,0.98,5,low,5,0.84,270,1
30018800,sales,0,0.92,5,low,5,0.73,232,1
30018801,accounting,0,0.51,2,low,3,0.4,144,1
30018802,accounting,0,0.45,2,low,3,0.36,127,1
30018803,accounting,0,0.47,2,low,3,0.43,131,1
30018804,hr,0,0.78,6,low,4,0.11,243,1
30018805,hr,0,1,5,low,6,0.91,244,1
30018806,hr,0,1,5,low,5,0.8,260,1
30018807,hr,0,0.49,2,low,3,0.42,139,1
30018808,technical,0,0.87,4,low,3,0.31,184,1
30018809,technical,0,0.47,2,low,3,0.44,130,1
30018810,technical,0,0.54,2,medium,3,0.38,135,1
30018811,technical,0,0.56,2,medium,3,0.45,146,1
30018812,technical,0,0.46,2,medium,3,0.43,149,1
30018813,technical,0,0.46,2,medium,3,0.45,153,1
30018814,technical,0,0.57,2,medium,3,0.43,160,1
30018815,technical,0,0.49,2,medium,3,0.43,160,1
30018816,technical,0,0.83,6,medium,4,0.09,282,1
30018817,technical,0,0.47,2,medium,3,0.43,128,1
30018818,technical,0,0.94,4,medium,5,0.79,232,1
30018819,support,0,0.58,3,medium,2,0.85,226,1
30018820,support,0,0.45,2,medium,3,0.38,129,1
30018821,support,0,0.92,7,medium,4,0.11,255,1
30018822,support,0,0.99,5,high,5,0.83,258,1
30018823,support,0,0.91,4,low,5,0.81,229,1
30018824,support,0,0.56,2,medium,3,0.42,143,1
30018825,support,0,0.87,6,medium,4,0.11,257,1
30018826,support,0,0.85,7,medium,4,0.11,275,1
30018827,support,0,0.89,7,medium,4,0.1,291,1
30018828,support,0,0.54,5,low,4,0.5,153,1
30018829,support,0,0.49,2,low,3,0.44,154,1
30018830,technical,0,0.9,6,low,4,0.11,301,1
30018831,technical,0,0.52,2,low,3,0.39,134,1
30018832,technical,0,0.78,6,low,4,0.11,245,1
30018833,management,0,0.5,2,low,3,0.36,132,1
30018834,IT,0,0.51,2,low,3,0.43,130,1
30018835,IT,0,0.5,2,low,3,0.4,127,1
30018836,IT,0,0.84,4,low,6,0.86,246,1
30018837,IT,0,0.49,2,low,3,0.38,145,1
30018838,IT,1,0.45,2,low,3,0.46,138,1
30018839,product_mng,0,0.57,2,low,3,0.37,129,1
30018840,product_mng,0,0.52,2,low,3,0.43,150,1
30018841,product_mng,0,0.93,5,low,5,0.66,253,1
30018842,product_mng,0,0.48,2,low,3,0.37,160,1
30018843,IT,0,0.92,5,low,5,0.77,235,1
30018844,sales,0,0.55,2,low,3,0.38,151,1
30018845,sales,0,0.54,2,low,3,0.39,127,1
30018846,sales,0,0.55,2,low,3,0.41,151,1
30018847,sales,0,0.9,7,low,4,0.1,290,1
30018848,sales,0,0.93,6,low,4,0.09,249,1
30018849,marketing,0,0.47,2,medium,3,0.41,131,1
30018850,sales,0,0.46,2,medium,3,0.39,159,1
30018851,accounting,0,0.99,4,medium,5,0.83,223,1
30018852,support,0,0.87,3,medium,2,0.09,214,1
30018853,technical,0,0.81,5,medium,5,0.75,227,1
30018854,management,0,0.54,2,medium,3,0.44,127,1
30018855,marketing,0,0.84,6,medium,5,0.1,293,1
30018856,marketing,0,0.46,2,medium,3,0.42,141,1
30018857,marketing,0,0.83,6,medium,4,0.1,300,1
30018858,sales,0,0.86,6,medium,4,0.1,309,1
30018859,sales,0,0.77,4,medium,3,0.31,149,1
30018860,sales,0,0.54,2,medium,3,0.42,159,1
30018861,sales,0,0.5,2,high,3,0.38,152,1
30018862,sales,0,0.57,2,low,3,0.39,158,1
30018863,sales,0,0.97,6,medium,5,0.1,254,1
30018864,sales,0,0.93,6,medium,4,0.11,294,1
30018865,sales,0,0.92,7,medium,4,0.1,269,1
30018866,sales,0,0.9,7,medium,4,0.11,247,1
30018867,sales,0,0.65,3,low,4,0.44,271,1
30018868,sales,0,0.96,4,low,5,0.91,232,1
30018869,sales,0,1,4,low,5,0.72,245,1
30018870,sales,0,0.46,2,low,3,0.36,132,1
30018871,sales,0,0.57,2,low,3,0.44,131,1
30018872,sales,0,0.99,5,low,5,0.85,248,1
30018873,sales,0,0.93,5,low,5,0.78,225,1
30018874,sales,0,0.46,2,low,3,0.39,156,1
30018875,sales,0,0.81,3,low,2,0.78,222,1
30018876,sales,0,0.92,6,low,4,0.1,243,1
30018877,accounting,0,0.99,4,low,4,0.23,204,1
30018878,accounting,0,0.87,6,low,4,0.11,301,1
30018879,accounting,0,0.83,5,low,5,0.9,259,1
30018880,hr,0,0.89,4,low,5,0.91,247,1
30018881,hr,0,0.79,7,low,4,0.11,295,1
30018882,hr,0,0.54,2,low,3,0.43,150,1
30018883,hr,0,0.49,2,low,3,0.45,151,1
30018884,technical,0,0.91,5,low,4,0.11,291,1
30018885,technical,0,0.93,6,low,4,0.11,253,1
30018886,technical,0,0.5,2,low,3,0.43,161,1
30018887,technical,0,0.97,4,low,6,0.91,251,1
30018888,technical,0,0.55,2,medium,3,0.43,153,1
30018889,technical,0,0.82,5,medium,6,0.85,264,1
30018890,technical,0,0.77,6,medium,4,0.1,310,1
30018891,technical,0,0.95,5,medium,5,0.81,266,1
30018892,technical,0,0.62,4,medium,2,0.36,237,1
30018893,technical,0,0.54,2,medium,3,0.45,138,1
30018894,technical,0,1,5,medium,5,0.86,227,1
30018895,support,0,1,4,medium,5,0.71,300,1
30018896,support,0,0.97,7,medium,4,0.11,310,1
30018897,support,0,0.93,5,medium,5,0.84,236,1
30018898,support,0,0.97,7,medium,4,0.09,288,1
30018899,support,0,0.49,2,medium,3,0.38,127,1
30018900,support,0,0.55,6,high,4,0.15,139,1
30018901,support,0,0.92,7,low,4,0.1,253,1
30018902,support,0,0.97,4,medium,5,0.8,218,1
30018903,support,0,0.97,5,medium,5,0.84,251,1
30018904,support,0,0.87,6,medium,4,0.11,264,1
30018905,support,0,0.79,3,medium,2,0.89,149,1
30018906,technical,0,0.51,2,low,3,0.45,138,1
30018907,technical,0,0.93,7,low,4,0.11,284,1
30018908,technical,0,0.93,5,low,5,0.74,244,1
30018909,management,0,0.5,2,low,3,0.41,128,1
30018910,IT,0,0.53,2,low,3,0.44,154,1
30018911,IT,0,0.56,2,low,3,0.37,138,1
30018912,IT,0,0.86,6,low,4,0.11,308,1
30018913,IT,0,0.93,6,low,4,0.1,269,1
30018914,IT,0,0.74,6,low,3,0.7,136,1
30018915,product_mng,0,1,2,low,5,0.59,160,1
30018916,product_mng,0,0.53,2,low,3,0.38,138,1
30018917,product_mng,0,0.95,4,low,5,0.72,220,1
30018918,product_mng,0,1,5,low,5,0.73,274,1
30018919,IT,0,0.48,2,low,3,0.39,161,1
30018920,RandD,0,0.82,5,low,6,0.89,224,1
30018921,RandD,0,1,4,low,5,0.89,260,1
30018922,RandD,0,0.78,6,low,4,0.11,300,1
30018923,RandD,0,0.56,2,low,3,0.43,133,1
30018924,RandD,0,0.93,6,low,4,0.09,308,1
30018925,marketing,0,0.9,5,low,6,0.81,238,1
30018926,sales,0,0.53,2,low,3,0.37,126,1
30018927,accounting,0,0.56,2,medium,3,0.36,138,1
30018928,support,0,0.85,6,medium,4,0.11,299,1
30018929,technical,0,0.85,6,medium,4,0.1,254,1
30018930,management,0,0.47,7,medium,2,0.66,156,1
30018931,marketing,0,0.47,2,medium,3,0.39,152,1
30018932,marketing,0,0.51,2,medium,3,0.44,146,1
30018933,marketing,0,0.84,6,medium,4,0.1,253,1
30018934,sales,0,0.94,5,medium,6,0.79,227,1
30018935,sales,0,0.81,6,medium,4,0.1,301,1
30018936,sales,0,0.94,6,medium,3,0.54,294,1
30018937,sales,0,0.47,2,medium,3,0.37,151,1
30018938,sales,0,0.57,2,medium,3,0.37,128,1
30018939,sales,0,0.89,5,high,5,0.82,217,1
30018940,sales,0,0.52,2,low,3,0.45,160,1
30018941,sales,0,0.9,5,medium,5,0.79,263,1
30018942,sales,0,0.56,2,medium,3,0.42,156,1
30018943,sales,0,0.85,6,medium,4,0.1,273,1
30018944,sales,0,0.78,6,medium,4,0.11,303,1
30018945,sales,0,1,4,low,5,0.74,253,1
30018946,sales,0,0.93,6,low,4,0.1,270,1
30018947,sales,0,1,4,low,5,0.79,218,1
30018948,sales,0,0.48,2,low,3,0.43,144,1
30018949,sales,0,0.47,2,low,3,0.41,154,1
30018950,sales,0,0.55,2,low,3,0.39,146,1
30018951,sales,0,0.94,6,low,4,0.1,260,1
30018952,sales,0,0.85,5,low,5,0.82,218,1
30018953,accounting,0,0.46,2,low,3,0.41,128,1
30018954,accounting,0,0.56,2,low,3,0.42,128,1
30018955,accounting,0,0.88,4,low,6,0.74,248,1
30018956,hr,0,0.57,2,low,3,0.38,152,1
30018957,hr,0,0.56,2,low,3,0.39,126,1
30018958,hr,0,0.94,4,low,5,0.87,260,1
30018959,hr,0,0.9,5,low,4,0.1,263,1
30018960,technical,0,1,5,low,5,0.78,220,1
30018961,technical,0,0.73,7,low,5,0.14,282,1
30018962,technical,0,0.94,6,low,5,0.11,277,1
30018963,technical,0,0.94,5,low,5,0.91,257,1
30018964,technical,0,0.63,6,low,3,0.49,265,1
30018965,technical,0,0.47,2,low,3,0.38,143,1
30018966,technical,0,0.97,5,medium,5,0.82,263,1
30018967,technical,0,0.88,3,medium,4,0.38,154,1
30018968,technical,0,1,5,medium,5,0.89,253,1
30018969,technical,0,0.79,6,medium,4,0.11,294,1
30018970,technical,0,0.51,2,medium,3,0.37,128,1
30018971,support,0,0.5,2,medium,3,0.38,153,1
30018972,support,0,0.87,5,medium,5,0.78,256,1
30018973,support,0,0.51,2,medium,3,0.41,127,1
30018974,support,0,0.51,2,medium,3,0.41,137,1
30018975,support,0,0.83,6,medium,4,0.11,295,1
30018976,support,0,0.79,6,medium,4,0.11,281,1
30018977,support,0,0.57,2,medium,3,0.43,131,1
30018978,support,0,0.86,5,high,5,0.75,237,1
30018979,support,0,0.99,4,low,5,0.74,276,1
30018980,support,0,0.85,5,medium,5,0.85,267,1
30018981,support,0,0.92,5,medium,5,0.73,266,1
30018982,technical,0,0.79,6,medium,4,0.1,294,1
30018983,technical,0,0.56,2,medium,3,0.44,134,1
30018984,technical,0,0.56,3,low,4,0.3,309,1
30018985,management,0,0.77,7,low,4,0.11,273,1
30018986,IT,0,0.83,5,low,5,0.84,238,1
30018987,IT,0,0.94,5,low,6,0.78,271,1
30018988,IT,0,0.53,2,low,3,0.43,145,1
30018989,IT,0,0.55,2,low,3,0.36,152,1
30018990,IT,0,0.47,2,low,3,0.43,128,1
30018991,product_mng,0,0.46,2,low,3,0.45,142,1
30018992,product_mng,0,0.93,5,low,5,0.76,238,1
30018993,product_mng,0,0.78,7,low,4,0.1,286,1
30018994,product_mng,0,0.86,6,low,4,0.09,291,1
30018995,IT,0,1,5,low,5,0.92,259,1
30018996,sales,0,0.9,5,low,5,0.92,248,1
30018997,sales,0,0.98,4,low,5,0.79,271,1
30018998,sales,0,0.51,2,low,3,0.43,140,1
30018999,sales,0,0.95,4,low,5,0.8,274,1
30019000,sales,0,0.49,2,low,3,0.44,127,1
30019001,marketing,0,0.87,5,low,6,0.89,275,1
30019002,sales,0,0.88,3,low,3,0.48,239,1
30019003,accounting,0,0.82,6,low,4,0.11,304,1
30019004,support,0,0.55,2,low,3,0.38,145,1
30019005,technical,0,0.85,6,medium,4,0.11,259,1
30019006,management,0,0.86,4,medium,5,0.82,264,1
30019007,marketing,0,0.45,2,medium,3,0.37,160,1
30019008,marketing,0,0.48,2,medium,3,0.4,138,1
30019009,marketing,0,0.47,2,medium,3,0.43,137,1
30019010,sales,0,0.5,2,medium,3,0.44,156,1
30019011,sales,0,0.56,2,medium,3,0.42,147,1
30019012,sales,0,0.8,7,medium,4,0.11,243,1
30019013,sales,0,0.87,4,medium,5,0.78,236,1
30019014,sales,0,0.86,2,medium,4,0.46,212,1
30019015,sales,0,0.91,5,medium,6,0.77,261,1
30019016,sales,0,0.82,4,medium,5,0.83,243,1
30019017,sales,0,0.58,5,high,5,0.32,271,1
30019018,sales,0,0.92,5,low,4,0.9,154,1
30019019,sales,0,0.52,2,medium,3,0.42,151,1
30019020,sales,0,0.96,6,medium,4,0.1,254,1
30019021,sales,0,0.91,6,medium,4,0.1,285,1
30019022,sales,0,0.49,2,medium,3,0.44,130,1
30019023,sales,0,0.95,7,low,4,0.1,301,1
30019024,sales,0,0.8,6,low,4,0.11,286,1
30019025,sales,0,0.89,6,low,4,0.1,246,1
30019026,sales,0,0.47,2,low,3,0.39,135,1
30019027,sales,0,0.92,4,low,5,0.92,245,1
30019028,sales,0,0.56,2,low,3,0.43,136,1
30019029,accounting,0,0.89,6,low,4,0.11,301,1
30019030,accounting,0,1,5,low,5,0.81,235,1
30019031,accounting,0,0.85,7,low,4,0.11,272,1
30019032,hr,0,1,5,low,5,0.87,274,1
30019033,hr,0,0.46,2,low,3,0.37,131,1
30019034,hr,0,0.56,2,low,3,0.39,135,1
30019035,hr,0,0.86,4,low,4,0.61,196,1
30019036,technical,0,0.95,6,low,4,0.11,285,1
30019037,technical,0,0.9,7,low,5,0.09,289,1
30019038,technical,0,0.52,2,low,3,0.36,157,1
30019039,technical,0,0.94,6,low,4,0.09,308,1
30019040,technical,0,0.71,4,low,5,0.41,301,1
30019041,technical,0,0.46,2,low,3,0.4,131,1
30019042,technical,0,0.91,6,low,5,0.1,262,1
30019043,technical,0,0.53,2,low,3,0.46,143,1
30019044,technical,0,0.57,2,medium,3,0.39,133,1
30019045,technical,0,0.5,2,medium,3,0.41,153,1
30019046,technical,0,0.94,7,medium,4,0.1,281,1
30019047,support,0,0.51,2,medium,3,0.39,132,1
30019048,support,0,0.83,5,medium,5,0.73,270,1
30019049,support,0,0.45,2,medium,3,0.41,150,1
30019050,support,0,0.51,2,medium,3,0.37,140,1
30019051,support,0,0.5,2,medium,3,0.38,150,1
30019052,support,0,0.63,5,medium,5,0.8,180,1
30019053,support,0,0.85,5,medium,4,0.09,281,1
30019054,support,0,0.92,4,medium,5,0.85,275,1
30019055,support,0,0.54,2,medium,3,0.42,130,1
30019056,support,0,0.48,2,high,3,0.41,130,1
30019057,support,0,0.46,2,low,3,0.38,147,1
30019058,technical,0,1,5,medium,5,0.72,264,1
30019059,technical,0,0.74,6,medium,5,0.11,290,1
30019060,technical,0,0.47,2,medium,3,0.37,150,1
30019061,management,0,0.81,6,medium,4,0.1,304,1
30019062,IT,0,0.54,2,low,3,0.36,136,1
30019063,IT,0,0.94,5,low,5,0.92,307,1
30019064,IT,0,0.87,5,low,4,0.11,303,1
30019065,IT,0,0.56,2,low,3,0.39,156,1
30019066,IT,0,0.95,6,low,4,0.11,271,1
30019067,product_mng,0,0.45,2,low,3,0.45,140,1
30019068,product_mng,0,0.55,2,low,3,0.44,130,1
30019069,product_mng,0,0.97,4,low,6,0.85,266,1
30019070,product_mng,0,0.52,2,low,3,0.43,139,1
30019071,IT,0,0.86,5,low,5,0.75,260,1
30019072,RandD,0,0.55,2,low,3,0.11,137,1
30019073,RandD,0,0.5,2,low,3,0.36,158,1
30019074,RandD,0,0.79,6,low,4,0.1,249,1
30019075,RandD,0,0.89,5,low,5,0.74,259,1
30019076,RandD,0,0.46,2,low,3,0.4,144,1
30019077,marketing,0,0.77,6,low,4,0.09,244,1
30019078,sales,0,0.91,4,low,5,0.76,219,1
30019079,accounting,0,0.57,2,low,3,0.45,151,1
30019080,support,0,0.88,4,low,5,0.84,269,1
30019081,technical,0,0.45,2,low,3,0.38,127,1
30019082,management,0,0.46,2,low,3,0.38,144,1
30019083,marketing,0,0.54,2,medium,3,0.38,157,1
30019084,marketing,0,0.94,5,medium,5,0.86,224,1
30019085,marketing,0,0.46,2,medium,3,0.37,155,1
30019086,sales,0,0.5,2,medium,3,0.37,131,1
30019087,sales,1,1,4,medium,5,0.87,258,1
30019088,sales,0,0.85,6,medium,4,0.11,267,1
30019089,sales,0,0.5,2,medium,3,0.42,141,1
30019090,sales,0,0.48,2,medium,3,0.43,160,1
30019091,sales,0,0.8,6,medium,4,0.09,247,1
30019092,sales,0,0.56,4,medium,3,0.54,260,1
30019093,sales,0,0.47,2,medium,3,0.4,151,1
30019094,sales,0,0.52,2,medium,3,0.36,137,1
30019095,sales,0,0.9,4,high,5,0.87,256,1
30019096,sales,0,0.88,4,low,5,0.75,239,1
30019097,sales,0,0.53,2,medium,3,0.43,152,1
30019098,sales,0,0.47,2,medium,3,0.43,149,1
30019099,sales,0,0.87,6,medium,4,0.1,284,1
